,city,neighborhood,condition,type,rooms,area_m2,lift,views,floor,prices
2589,Barcelona, Sant Gervasi - Galvany,needs refurb,Flat,5,150,Yes,exterior, floor 2,640000
2590,Barcelona, calle de Francisco G,needs refurb,Flat,2,60,No,interior, floor 1,225000
2591,Barcelona, El Poble Sec - Parc de Montjuïc,needs refurb,Flat,2,53,No,exterior,mezzanine,225000
2592,Barcelona,La Vall d'Hebron - La Clota,needs refurb,Flat,3,58,Yes,exterior, floor 5,225000
2593,Barcelona,La Nova Esquerra de l'Eixample,needs refurb,Flat,4,100,Yes,interior, floor 3,420000
2594,Barcelona, El Putxet i el Farró,needs refurb,Flat,2,60,Yes,interior,ground floor,150000
2595,Barcelona, El Gòtic,needs refurb,Flat,2,61,No,exterior, floor 3,290000
2596,Barcelona, La Sagrada Família,needs refurb,Flat,5,160,Yes,exterior, floor 1,675000
2597,Barcelona, Hostafrancs,needs refurb,Flat,4,95,Yes,exterior, floor 3,320000
2598,Barcelona, L'Antiga Esquerra de l'Eixample,needs refurb,Flat,2,56,No,interior, floor 2,195000
2599,Barcelona, Sant Gervasi - Galvany,needs refurb,Flat,4,137,Yes,exterior, floor 4,790000
2600,Barcelona, Horta,needs refurb,Detached,6,160,No,exterior,Multiple,499999
2601,Barcelona,Sant Martí de Provençals,needs refurb,Flat,3,80,Yes,exterior, floor 6,155000
2602,Barcelona, avenida de la República Argent,needs refurb,Flat,5,124,Yes,exterior, floor 2,480000
2603,Barcelona,L'Antiga Esquerra de l'Eixample,needs refurb,Flat,6,185,Yes,exterior, floor 3,770000
2604,Barcelona,La Sagrada Família,needs refurb,Flat,2,65,Yes,exterior, floor 5,295000
2605,Barcelona,El Clot,needs refurb,Flat,3,70,Yes,exterior, floor 4,270000
2606,Barcelona,El Poble Sec - Parc de Montjuïc,needs refurb,Flat,3,70,No,exterior, floor 1,190000
2607,Barcelona,El Putxet i el Farró,needs refurb,Flat,5,87,Yes,exterior, floor 1,417000
2608,Barcelona,Sant Martí de Provençals,needs refurb,Flat,3,94,Yes,exterior, floor 1,215000
2609,Barcelona,La Bordeta,needs refurb,Flat,4,110,Yes,exterior, floor 7,336000
2610,Barcelona, Sant Antoni,needs refurb,Flat,4,85,Yes,exterior, floor 5,330000
2611,Barcelona, Sant Antoni,needs refurb,Flat,4,95,Yes,exterior, floor 7,400000
2612,Barcelona, Porta,needs refurb,Flat,3,65,Yes,interior, floor 1,157500
2613,Barcelona, Les Tres Torres,needs refurb,Flat,5,195,Yes,exterior, floor 2,980000
2614,Barcelona,Sant Pere - Santa Cater,needs refurb,Flat,3,85,No,exterior,mezzanine,315000
2615,Barcelona,El Camp de l'Arpa del Clot,needs refurb,Flat,3,85,Yes,exterior, floor 2,269000
2616,Barcelona,El Fort Pienc,needs refurb,Penthouse,9,165,Yes,exterior, floor 5,680000
2617,Barcelona,La Salut,needs refurb,Flat,4,160,Yes,exterior,ground floor,450000
2618,Barcelona,El Baix Gu,needs refurb,Flat,3,60,Yes,exterior, floor 1,240000
2619,Barcelona, calle de Well,needs refurb,Flat,3,64,Yes,interior, floor 1,239000
2620,Barcelona,Sant Gervasi - Galvany,needs refurb,Flat,5,126,Yes,exterior, floor 1,570000
2621,Barcelona,Sants,needs refurb,Terraced,1,73,No,exterior,Multiple,240000
2622,Barcelona,Horta,needs refurb,Detached,8,296,No,exterior,Multiple,630000
2623,Barcelona,El Poble Sec - Parc de Montjuïc,needs refurb,Flat,3,75,Yes,exterior, floor 4,235000
2624,Barcelona,Vila de Gràcia,needs refurb,Penthouse,3,70,No,exterior, floor 3,350000
2625,Barcelona,La Gu,needs refurb,Flat,3,80,Yes,exterior, floor 6,240000
2626,Barcelona,Canyelles,needs refurb,Flat,3,100,Yes,exterior, floor 5,190000
2627,Barcelona,Horta,needs refurb,Flat,4,75,No,exterior, floor 2,210000
2628,Barcelona,La Sagrada Família,needs refurb,Flat,3,80,Yes,exterior, floor 4,495000
2629,Barcelona, calle de Well,needs refurb,Flat,3,64,Yes,interior, floor 1,275000
2630,Barcelona,Hostafrancs,needs refurb,Flat,1,20,No,exterior,mezzanine,100000
2631,Barcelona,El Poblenou,needs refurb,Flat,2,71,Yes,exterior, floor 1,220000
2632,Barcelona,Sant Gervasi - Galvany,needs refurb,Flat,5,256,Yes,exterior, floor 1,1750000
2633,Barcelona, Pedralbes,needs refurb,Terraced,7,739,No,exterior,Multiple,3390000
2634,Barcelona,La Dreta de l'Eixample,needs refurb,Flat,3,130,No,exterior, floor 2,520000
2635,Barcelona,La Dreta de l'Eixample,needs refurb,Penthouse,3,142,Yes,exterior, floor 8,790000
2636,Barcelona, La Bordeta,needs refurb,Flat,3,68,Yes,exterior, floor 1,193000
2637,Barcelona,L'Antiga Esquerra de l'Eixample,needs refurb,Flat,4,134,Yes,exterior, floor 10,445000
2638,Barcelona, Sant Gervasi - La Bonanova,needs refurb,Semi-detached,6,400,No,exterior,Multiple,2475000
2639,Barcelona, La Dreta de l'Eixample,needs refurb,Flat,4,137,Yes,exterior, floor 1,795000
2640,Barcelona, El Camp de l'Arpa del Clot,needs refurb,Flat,2,66,Yes,exterior,ground floor,199000
2641,Barcelona, Sarrià,needs refurb,Flat,4,124,Yes,exterior, floor 1,450000
2642,Barcelona,La Dreta de l'Eixample,needs refurb,Flat,6,191,Yes,exterior, floor 3,1300000
2643,Barcelona,Sant Gervasi - Galvany,needs refurb,Flat,4,162,Yes,exterior, floor 1,730000
2644,Barcelona,Vila de Gràcia,needs refurb,Flat,3,118,Yes,exterior, floor 3,550000
2645,Barcelona,La Mar,needs refurb,Penthouse,4,145,Yes,exterior, floor 9,360000
2646,Barcelona,La Dreta de l'Eixample,needs refurb,Flat,3,138,Yes,exterior, floor 3,760000
2647,Barcelona,El Putxet i el Farró,needs refurb,Penthouse,4,170,Yes,exterior, floor 7,1200000
2648,Barcelona, calle del Putget,needs refurb,Penthouse,4,237,Yes,exterior, floor 7,1200000
2649,Barcelona, calle de Martí Mol,needs refurb,Flat,3,77,Yes,exterior, floor 4,250000
2650,Barcelona,Vilapic,needs refurb,Flat,3,65,Yes,exterior, floor 4,179900
2651,Barcelona,El Raval,needs refurb,Flat,3,62,Yes,exterior, floor 5,235000
2652,Barcelona,La Nova Esquerra de l'Eixample,needs refurb,Flat,4,112,Yes,exterior, floor 3,415000
2653,Barcelona,Sant Genís Dels Agudells - Montbau,needs refurb,Terraced,5,128,No,exterior,Multiple,490000
2654,Barcelona,Pedralbes,needs refurb,Flat,7,250,Yes,exterior, floor 3,1250000
2655,Barcelona,La Maternitat i Sant Ramon,needs refurb,Flat,1,63,No,exterior, floor 1,165000
2656,Barcelona,Horta,needs refurb,Flat,2,69,Yes,exterior, floor 3,201700
2657,Barcelona, La Sagrera,needs refurb,Flat,3,107,Yes,exterior, floor 1,315000
2658,Barcelona,La Prosperitat,needs refurb,Flat,3,60,No,exterior, floor 3,142000
2659,Barcelona,Sant Antoni,needs refurb,Flat,3,88,Yes,exterior, floor 1,260000
2660,Barcelona,El Poblenou,needs refurb,Flat,8,690,No,exterior, floor 1,1250000
2661,Barcelona,El Parc i la Llacuna del Poblenou,needs refurb,Flat,4,75,Yes,exterior, floor 3,210000
2662,Barcelona,El Fort Pienc,needs refurb,Flat,3,94,Yes,exterior, floor 1,275000
2663,Barcelona, calle de Pau Als,needs refurb,Flat,3,110,Yes,exterior, floor 8,575000
2664,Barcelona,La Sagrera,needs refurb,Flat,3,75,Yes,exterior, floor 5,200000
2665,Barcelona, calle de Santa Cater,needs refurb,Flat,4,89,Yes,exterior, floor 4,315000
2666,Barcelona,El Raval,needs refurb,Flat,3,60,No,exterior,mezzanine,157900
2667,Barcelona, Vila de Gràcia,needs refurb,Flat,3,118,Yes,exterior, floor 3,550000
2668,Barcelona, Sant Gervasi - Galvany,needs refurb,Flat,4,143,Yes,exterior, floor 3,680000
2669,Barcelona,La Bordeta,needs refurb,Penthouse,3,77,No,exterior, floor 4,235000
2670,Barcelona,Sant Antoni,needs refurb,Flat,5,181,Yes,exterior, floor 6,660000
2671,Barcelona,Sarrià,needs refurb,Flat,4,116,Yes,exterior,mezzanine,680000
2672,Barcelona,La Gu,needs refurb,Flat,3,56,Yes,exterior, floor 2,129000
2673,Barcelona,El Gòtic,needs refurb,Flat,3,114,No,exterior, floor 3,335000
2674,Barcelona,Sant Antoni,needs refurb,Flat,4,100,Yes,interior, floor 1,340000
2675,Barcelona,Vilapic,needs refurb,Flat,3,65,Yes,exterior, floor 4,179000
2676,Barcelona,Sant Martí de Provençals,needs refurb,Flat,3,76,Yes,exterior, floor 5,169000
2677,Barcelona,La Nova Esquerra de l'Eixample,needs refurb,Flat,4,100,Yes,interior, floor 4,420000
2678,Barcelona,Les Corts,needs refurb,Flat,4,102,Yes,exterior, floor 3,399000
2679,Barcelona,La Dreta de l'Eixample,needs refurb,Flat,5,154,Yes,exterior, floor 4,590000
2680,Barcelona,La Sagrera,needs refurb,Flat,4,74,Yes,interior, floor 5,205000
2681,Barcelona,Sarrià,needs refurb,Flat,5,150,Yes,exterior, floor 1,585000
2682,Barcelona,El Baix Gu,needs refurb,Flat,4,155,Yes,exterior, floor 1,400000
2683,Barcelona, Sant Gervasi - Galvany,needs refurb,Flat,6,274,Yes,exterior, floor 2,1190000
2684,Barcelona,Sants,needs refurb,Flat,4,85,Yes,interior,mezzanine,330000
2685,Barcelona,Sant Antoni,needs refurb,Flat,4,101,Yes,exterior, floor 6,365000
2686,Barcelona, Republica Argent,needs refurb,Flat,4,140,Yes,exterior, floor 2,510000
2687,Barcelona,El Gòtic,needs refurb,Flat,3,86,No,exterior, floor 3,350000
2688,Barcelona, La Nova Esquerra de l'Eixample,needs refurb,Flat,1,71,Yes,interior,mezzanine,189000
2689,Barcelona, calle Gran de Sant Andreu,needs refurb,Flat,3,70,Yes,exterior, floor 1,219000
2690,Barcelona,La Nova Esquerra de l'Eixample,needs refurb,Flat,2,44,Yes,interior, floor 1,185000
2691,Barcelona,Sants,needs refurb,Flat,3,60,Yes,exterior, floor 3,249000
2692,Barcelona,Sant Pere - Santa Cater,needs refurb,Flat,1,30,No,exterior, floor 3,115000
2693,Barcelona, Sant Gervasi - Galvany,needs refurb,Flat,4,111,Yes,exterior, floor 3,422500
2694,Barcelona, calle de Xifré,needs refurb,Flat,3,70,Yes,exterior, floor 2,259000
2695,Barcelona,El Poblenou,needs refurb,Flat,3,50,Yes,exterior, floor 2,225000
2696,Barcelona, La Dreta de l'Eixample,needs refurb,Penthouse,3,121,Yes,exterior, floor 7,790000
2697,Barcelona, L'Antiga Esquerra de l'Eixample,needs refurb,Flat,4,140,Yes,exterior, floor 1,545000
2698,Barcelona,El Poble Sec - Parc de Montjuïc,needs refurb,Flat,3,100,Yes,exterior, floor 1,430000
2699,Barcelona,El Bon Pastor,needs refurb,Flat,3,75,Yes,exterior, floor 1,120000
2700,Barcelona,Pedralbes,needs refurb,Flat,3,65,Yes,exterior, floor 7,395000
2701,Barcelona,La Dreta de l'Eixample,needs refurb,Flat,6,338,Yes,exterior, floor 1,1060000
2702,Barcelona,Sants,needs refurb,Flat,1,42,No,interior,ground floor,125000
2703,Barcelona,Sant Gervasi - Galvany,needs refurb,Flat,4,174,Yes,exterior, floor 4,680000
2704,Barcelona,El Raval,needs refurb,Penthouse,3,59,No,exterior, floor 3,178500
2705,Barcelona,El Baix Gu,needs refurb,Flat,4,95,Yes,exterior, floor 4,340000
2706,Barcelona,Sant Gervasi - Galvany,needs refurb,Flat,3,170,Yes,exterior, floor 2,980000
2707,Barcelona,El Fort Pienc,needs refurb,Flat,4,100,Yes,exterior, floor 1,325000
2708,Barcelona,L'Antiga Esquerra de l'Eixample,needs refurb,Flat,4,88,No,exterior, floor 5,425000
2709,Barcelona,Sant Gervasi - Galvany,needs refurb,Flat,3,73,No,exterior,mezzanine,554000
2710,Barcelona,El Camp d'En Grassot i Gràcia Nova,needs refurb,Flat,4,95,Yes,exterior, floor 3,368600
2711,Barcelona,Porta,needs refurb,Flat,4,75,Yes,interior, floor 2,190000
2712,Barcelona,Porta,needs refurb,Flat,2,50,Yes,exterior, floor 4,149000
2713,Barcelona,La Nova Esquerra de l'Eixample,needs refurb,Flat,2,43,No,exterior, floor 5,179000
2714,Barcelona,El Camp de l'Arpa del Clot,needs refurb,Flat,2,51,Yes,exterior, floor 1,249000
2715,Barcelona,L'Antiga Esquerra de l'Eixample,needs refurb,Flat,5,160,Yes,exterior, floor 3,619000
2716,Barcelona,La Dreta de l'Eixample,needs refurb,Penthouse,2,130,Yes,exterior, floor 7,620000
2717,Barcelona,La Dreta de l'Eixample,needs refurb,Penthouse,3,130,Yes,exterior, floor 7,650000
2718,Barcelona,La Dreta de l'Eixample,needs refurb,Penthouse,2,190,Yes,exterior, floor 8,650000
2719,Barcelona,El Poble Sec - Parc de Montjuïc,needs refurb,Flat,4,93,Yes,exterior, floor 4,330000
2720,Barcelona,La Verneda i la Pau,needs refurb,Flat,3,60,Yes,exterior, floor 16,180000
2721,Barcelona,El Poble Sec - Parc de Montjuïc,needs refurb,Flat,2,90,Yes,exterior, floor 3,288000
2722,Barcelona,Sant Andreu,needs refurb,Flat,3,66,Yes,exterior, floor 2,195000
2723,Barcelona,El Gu,needs refurb,Flat,4,98,Yes,interior, floor 2,245000
2724,Barcelona, La Nova Esquerra de l'Eixample,needs refurb,Flat,1,60,Yes,interior,mezzanine,260000
2725,Barcelona, El Camp d'En Grassot i Gràcia Nova,needs refurb,Flat,3,110,Yes,exterior, floor 2,370000
2726,Barcelona, Vila de Gràcia,needs refurb,Penthouse,5,230,Yes,exterior, floor 8,1150000
2727,Barcelona, El Putxet i el Farró,needs refurb,Penthouse,5,231,Yes,exterior, floor 8,1150000
2728,Barcelona,Sant Gervasi - Galvany,needs refurb,Duplex,7,300,Yes,exterior, floor 2,1000000
2729,Barcelona,Sant Gervasi - Galvany,needs refurb,Flat,3,100,Yes,exterior, floor 2,450000
2730,Barcelona,El Poblenou,needs refurb,Flat,3,49,Yes,exterior,ground floor,155000
2731,Barcelona,El Camp de l'Arpa del Clot,needs refurb,Flat,4,88,Yes,exterior, floor 3,300000
2732,Barcelona,El Parc i la Llacuna del Poblenou,needs refurb,Flat,4,120,Yes,exterior, floor 4,370000
2733,Barcelona,Diagonal Mar i el Front Marítim del Poblenou,needs refurb,Duplex,2,69,Yes,exterior, floor 2,220000
2734,Barcelona,Sant Gervasi - Galvany,needs refurb,Flat,4,100,Yes,exterior, floor 2,375000
2735,Barcelona,El Poblenou,needs refurb,Flat,3,75,No,exterior, floor 2,279000
2736,Barcelona,La Vila Olímpica del Poblenou,needs refurb,Flat,4,134,Yes,exterior, floor 2,675000
2737,Barcelona,Pedralbes,needs refurb,Flat,3,148,Yes,exterior, floor 1,718500
2738,Barcelona,El Camp d'En Grassot i Gràcia Nova,needs refurb,Flat,4,132,Yes,exterior,ground floor,330000
2739,Barcelona, L'Antiga Esquerra de l'Eixample,needs refurb,Flat,2,141,Yes,exterior, floor 5,597500
2740,Barcelona, El Poblenou,needs refurb,Flat,3,69,Yes,exterior, floor 2,300000
2741,Barcelona,Pedralbes,needs refurb,Flat,3,95,Yes,exterior,ground floor,395000
2742,Barcelona, El Raval,needs refurb,Penthouse,2,73,No,exterior, floor 5,199000
2743,Barcelona, Sant Genís Dels Agudells - Montbau,needs refurb,Detached,10,297,No,exterior,Multiple,795000
2744,Barcelona, Sant Gervasi - Galvany,needs refurb,Penthouse,4,185,Yes,exterior, floor 6,1390000
2745,Barcelona, El Carmel,needs refurb,Detached,4,140,No,exterior,Multiple,520000
2746,Barcelona, El Coll,needs refurb,Detached,4,294,No,exterior,Multiple,1800000
2747,Barcelona, La Font d'En Fargues,needs refurb,Detached,6,224,No,exterior,Multiple,720000
2748,Barcelona,La Sagrada Família,needs refurb,Flat,3,83,Yes,exterior, floor 2,280000
2749,Barcelona,La Dreta de l'Eixample,needs refurb,Flat,5,129,Yes,exterior, floor 4,475000
2750,Barcelona,Sant Gervasi - Galvany,needs refurb,Flat,4,174,Yes,exterior,mezzanine,900000
2751,Barcelona,Sant Gervasi - Galvany,needs refurb,Flat,4,120,Yes,exterior, floor 1,415000
2752,Barcelona,L'Antiga Esquerra de l'Eixample,needs refurb,Flat,4,92,Yes,exterior, floor 2,395000
2753,Barcelona,La Verneda i la Pau,needs refurb,Flat,3,91,Yes,exterior, floor 5,189000
2754,Barcelona,Sarrià,needs refurb,Flat,1,43,Yes,exterior, floor 2,245000
2755,Barcelona,La Barceloneta,needs refurb,Flat,2,35,No,exterior, floor 5,160000
2756,Barcelona,El Fort Pienc,needs refurb,Flat,3,75,Yes,exterior,mezzanine,180000
2757,Barcelona,Sant Andreu,needs refurb,Flat,3,66,Yes,exterior, floor 1,195000
2758,Barcelona,La Mar,needs refurb,Flat,4,90,Yes,exterior, floor 5,225000
2759,Barcelona,El Raval,needs refurb,Flat,3,59,Yes,interior, floor 5,140000
2760,Barcelona,Les Corts,needs refurb,Penthouse,3,101,Yes,exterior, floor 7,450000
2761,Barcelona,Vallcarca i els Penitents,needs refurb,Flat,1,62,No,exterior,ground floor,210000
2762,Barcelona, Sant Gervasi - Galvany,needs refurb,House,7,566,No,exterior,Multiple,2900000
2763,Barcelona, El Raval,needs refurb,Flat,1,51,No,exterior, floor 3,150000
2764,Barcelona, El Camp de l'Arpa del Clot,needs refurb,Flat,3,88,Yes,exterior, floor 7,320000
2765,Barcelona, La Bordeta,needs refurb,Flat,3,74,Yes,exterior, floor 1,225000
2766,Barcelona, L'Antiga Esquerra de l'Eixample,needs refurb,Flat,4,125,Yes,exterior, floor 3,598000
2767,Barcelona, La Sagrada Família,needs refurb,Flat,3,93,Yes,exterior, floor 4,540000
2768,Barcelona, Les Corts,needs refurb,Flat,2,80,Yes,exterior, floor 4,295000
2769,Barcelona,El Carmel,needs refurb,Flat,3,60,No,exterior, floor 2,135000
2770,Barcelona,El Baix Gu,needs refurb,Flat,5,124,Yes,exterior, floor 4,375000
2771,Barcelona,Vila de Gràcia,needs refurb,Flat,1,52,Yes,exterior, floor 1,295000
2772,Barcelona, calle de Còrsega,needs refurb,Flat,4,179,Yes,exterior,mezzanine,990000
2773,Barcelona,El Gòtic,needs refurb,Flat,2,158,No,exterior, floor 2,560000
2774,Barcelona,Diagonal Mar i el Front Marítim del Poblenou,needs refurb,Flat,4,79,Yes,exterior, floor 4,195000
2775,Barcelona, Sant Gervasi - Galvany,needs refurb,Penthouse,4,329,Yes,exterior, floor 8,1350000
2776,Barcelona,La Sagrada Família,needs refurb,Flat,3,122,Yes,exterior, floor 1,475000
2777,Barcelona,La Dreta de l'Eixample,needs refurb,Flat,10,262,Yes,exterior, floor 4,978000
2778,Barcelona,La Nova Esquerra de l'Eixample,needs refurb,Flat,3,81,Yes,exterior, floor 2,299000
2779,Barcelona,Les Corts,needs refurb,Flat,3,86,Yes,exterior, floor 2,310000
2780,Barcelona,La Dreta de l'Eixample,needs refurb,Flat,3,130,Yes,exterior, floor 3,520000
2781,Barcelona,Vila de Gràcia,needs refurb,Flat,2,95,No,exterior, floor 4,370000
2782,Barcelona,Sant Gervasi - La Bonanova,needs refurb,Flat,3,121,Yes,exterior, floor 2,550000
2783,Barcelona,Sant Gervasi - Galvany,needs refurb,Flat,5,160,Yes,exterior, floor 3,650000
2784,Barcelona,L'Antiga Esquerra de l'Eixample,needs refurb,Flat,5,158,Yes,exterior, floor 1,530000
2785,Barcelona,El Camp d'En Grassot i Gràcia Nova,needs refurb,Flat,4,85,Yes,exterior, floor 2,320000
2786,Barcelona,El Camp d'En Grassot i Gràcia Nova,needs refurb,Flat,4,85,Yes,exterior, floor 2,319000
2787,Barcelona,Vallcarca i els Penitents,needs refurb,Flat,4,92,Yes,exterior,mezzanine,390000
2788,Barcelona,El Baix Gu,needs refurb,Flat,3,85,Yes,exterior, floor 2,319000
2789,Barcelona, El Camp d'En Grassot i Gràcia Nova,needs refurb,Penthouse,2,107,Yes,exterior, floor 9,650000
2790,Barcelona,La Sagrada Família,needs refurb,Flat,3,56,Yes,exterior, floor 3,194000
2791,Barcelona,Sants,needs refurb,Flat,4,127,Yes,exterior, floor 7,540000
2792,Barcelona,Les Tres Torres,needs refurb,Flat,5,285,Yes,exterior, floor 1,1260000
2793,Barcelona,Sant Genís Dels Agudells - Montbau,needs refurb,Flat,2,42,No,exterior,ground floor,79000
2794,Barcelona,El Raval,needs refurb,Flat,3,77,No,exterior, floor 3,195000
2795,Barcelona,Sant Antoni,needs refurb,Flat,4,185,Yes,exterior, floor 2,365000
2796,Barcelona, calle de la Mar,needs refurb,Flat,3,96,Yes,exterior, floor 4,419000
2797,Barcelona,La Maternitat i Sant Ramon,needs refurb,Flat,4,78,Yes,interior, floor 6,219000
2798,Barcelona, calle de Sant Qu,needs refurb,Flat,3,65,Yes,exterior, floor 2,224000
2799,Barcelona,Sant Gervasi - Galvany,needs refurb,Flat,4,125,Yes,exterior, floor 2,495000
2800,Barcelona,El Putxet i el Farró,needs refurb,Flat,5,165,Yes,exterior, floor 3,655000
2801,Barcelona,L'Antiga Esquerra de l'Eixample,needs refurb,Flat,3,108,Yes,exterior, floor 3,409000
2802,Barcelona,El Fort Pienc,needs refurb,Flat,5,157,Yes,exterior, floor 4,530000
2803,Barcelona, Bartr,needs refurb,Flat,2,80,No,exterior,ground floor,140000
2804,Barcelona,Les Corts,needs refurb,Flat,3,80,Yes,exterior, floor 3,395000
2805,Barcelona,La Dreta de l'Eixample,needs refurb,Flat,3,180,Yes,exterior,mezzanine,1200000
2806,Barcelona,Pedralbes,needs refurb,Flat,3,70,Yes,exterior, floor 3,360000
2807,Barcelona,La Sagrada Família,needs refurb,Flat,3,70,Yes,exterior, floor 6,255000
2808,Barcelona,Vila de Gràcia,needs refurb,Flat,2,70,No,exterior, floor 1,239000
2809,Barcelona,Sant Antoni,needs refurb,Flat,2,56,Yes,interior, floor 5,209000
2810,Barcelona,La Nova Esquerra de l'Eixample,needs refurb,Flat,5,155,Yes,exterior, floor 5,595000
2811,Barcelona,La Salut,needs refurb,Flat,3,78,Yes,exterior,ground floor,255000
2812,Barcelona,Vilapic,needs refurb,Terraced,4,137,No,exterior,Multiple,265000
2813,Barcelona,L'Antiga Esquerra de l'Eixample,needs refurb,Flat,2,58,Yes,interior,mezzanine,205000
2814,Barcelona,Provençals del Poblenou,needs refurb,Flat,3,74,Yes,exterior, floor 1,233000
2815,Barcelona,Navas,needs refurb,Flat,3,79,Yes,interior, floor 3,219000
2816,Barcelona,El Clot,needs refurb,Flat,4,96,Yes,interior, floor 2,325000
2817,Barcelona,El Putxet i el Farró,needs refurb,Flat,2,114,Yes,exterior, floor 8,500000
2818,Barcelona,El Raval,needs refurb,Flat,5,100,Yes,exterior, floor 4,358000
2819,Barcelona,Les Corts,needs refurb,Flat,6,289,Yes,exterior, floor 2,1200000
2820,Barcelona,El Camp d'En Grassot i Gràcia Nova,needs refurb,Flat,4,88,Yes,exterior, floor 5,350000
2821,Barcelona,L'Antiga Esquerra de l'Eixample,needs refurb,Flat,3,69,Yes,exterior, floor 2,340000
2822,Barcelona,Sarrià,needs refurb,Flat,3,93,No,exterior, floor 1,375000
2823,Barcelona, Pedralbes,needs refurb,House,7,716,No,exterior,Multiple,3390000
2824,Barcelona,La Bordeta,needs refurb,Flat,4,97,Yes,exterior, floor 6,340000
2825,Barcelona, Pedralbes,needs refurb,Flat,5,145,Yes,exterior, floor 1,1220000
2826,Barcelona,Sants - Badal,needs refurb,Flat,3,120,Yes,exterior, floor 6,463000
2827,Barcelona, Pedralbes,needs refurb,Flat,5,227,No,exterior,ground floor,1095000
2828,Barcelona,El Carmel,needs refurb,Flat,3,55,No,exterior,mezzanine,130000
2829,Barcelona, Sant Gervasi - Galvany,needs refurb,Flat,3,143,Yes,exterior, floor 1,900000
2830,Barcelona, avenida de la República Argent,needs refurb,Flat,3,62,Yes,exterior, floor 4,290000
2831,Barcelona, Sarrià,needs refurb,Flat,7,319,Yes,exterior, floor 1,1350000
2832,Barcelona, Vila de Gràcia,needs refurb,Flat,4,196,Yes,exterior, floor 1,595000
2833,Barcelona, Sant Gervasi - La Bonanova,needs refurb,Flat,3,121,Yes,exterior, floor 1,562000
2834,Barcelona, La Nova Esquerra de l'Eixample,needs refurb,Flat,5,106,Yes,exterior, floor 2,370000
2835,Barcelona, Sant Gervasi - La Bonanova,needs refurb,Flat,5,246,Yes,exterior, floor 1,990000
2836,Barcelona,Sant Andreu,needs refurb,Flat,3,70,Yes,exterior, floor 3,199000
2837,Barcelona,Sant Pere - Santa Cater,needs refurb,Flat,2,39,No,exterior, floor 4,130000
2838,Barcelona,La Dreta de l'Eixample,needs refurb,Penthouse,2,93,Yes,exterior, floor 7,450000
2839,Barcelona,El Putxet i el Farró,needs refurb,Flat,3,120,Yes,exterior, floor 7,445000
2840,Barcelona,La Sagrera,needs refurb,Flat,4,102,Yes,exterior, floor 7,255000
2841,Barcelona,El Poble Sec - Parc de Montjuïc,needs refurb,Penthouse,2,87,Yes,exterior, floor 7,299000
2842,Barcelona,La Sagrada Família,needs refurb,Flat,2,47,Yes,exterior, floor 4,210000
2843,Barcelona,La Sagrada Família,needs refurb,Flat,2,47,Yes,exterior, floor 3,210000
2844,Barcelona,La Nova Esquerra de l'Eixample,needs refurb,Flat,3,110,No,interior,ground floor,250000
2845,Barcelona,Hostafrancs,needs refurb,Flat,2,83,Yes,exterior,mezzanine,255000
2846,Barcelona,El Poble Sec - Parc de Montjuïc,needs refurb,Flat,3,72,Yes,exterior, floor 3,260000
2847,Barcelona,El Putxet i el Farró,needs refurb,Penthouse,3,120,Yes,exterior, floor 6,495000
2848,Barcelona,Vila de Gràcia,needs refurb,Flat,4,88,Yes,exterior, floor 1,375000
2849,Barcelona,Pedralbes,needs refurb,Penthouse,3,76,Yes,exterior, floor 10,430000
2850,Barcelona,Vila de Gràcia,needs refurb,Flat,2,74,No,exterior, floor 2,325000
2851,Barcelona,Vila de Gràcia,needs refurb,Flat,3,69,Yes,exterior, floor 2,240000
2852,Barcelona,Sant Gervasi - La Bonanova,needs refurb,Flat,5,258,Yes,exterior, floor 2,1050000
2853,Barcelona, calle del Rector Triadó,needs refurb,Flat,4,103,Yes,exterior, floor 1,292300
2854,Barcelona, Passatge de Massaguer,needs refurb,Flat,4,93,Yes,exterior, floor 2,378000
2855,Barcelona,L'Antiga Esquerra de l'Eixample,needs refurb,Flat,2,81,No,interior, floor 5,490000
2856,Barcelona, Vallcarca i els Penitents,needs refurb,Flat,3,72,Yes,exterior, floor 2,265000
2857,Barcelona,Sant Gervasi - La Bonanova,needs refurb,Detached,10,690,No,exterior,Multiple,3950000
2858,Barcelona,Sant Pere - Santa Cater,needs refurb,Flat,2,55,No,exterior, floor 3,155000
2859,Barcelona,La Dreta de l'Eixample,needs refurb,Penthouse,3,70,Yes,exterior, floor 8,365000
2860,Barcelona,La Sagrada Família,needs refurb,Flat,4,90,No,exterior, floor 2,239000
2861,Barcelona,Hostafrancs,needs refurb,Flat,3,64,Yes,exterior, floor 2,220000
2862,Barcelona, calle de Well,needs refurb,Flat,4,84,Yes,exterior, floor 4,339000
2863,Barcelona,Sant Pere - Santa Cater,needs refurb,Flat,3,58,No,exterior, floor 3,140000
2864,Barcelona,La Dreta de l'Eixample,needs refurb,Flat,3,129,Yes,exterior, floor 2,599000
2865,Barcelona,Sant Gervasi - Galvany,needs refurb,Flat,4,120,Yes,exterior, floor 3,595000
2866,Barcelona,El Gòtic,needs refurb,Flat,4,114,No,exterior, floor 3,335000
2867,Barcelona,La Maternitat i Sant Ramon,needs refurb,Flat,4,95,Yes,exterior, floor 3,430000
2868,Barcelona,La Dreta de l'Eixample,needs refurb,Flat,4,117,Yes,exterior, floor 1,410000
