,city,district,neighborhood,condition,type,rooms,area_m2,lift,views,floor,prices
1473,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,new,Penthouse,4,204,Yes,exterior, floor 5,2975000
1474,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,new,Penthouse,4,144,Yes,exterior, floor 5,1980000
1475,Barcelona,Horta-Guinardó,el Baix Guinardó,new,Flat,2,100,Yes,exterior, floor 4,570000
1476,Barcelona,Horta-Guinardó,el Baix Guinardó,new,Flat,4,121,Yes,exterior, floor 3,625000
1477,Barcelona,Horta-Guinardó,el Baix Guinardó,new,Flat,4,121,Yes,exterior, floor 4,660000
1478,Barcelona,Horta-Guinardó,el Baix Guinardó,new,Duplex,3,113,Yes,exterior, floor 3,600000
1479,Barcelona,Nou Barris,Vilapicina i la Torre Llobeta,new,Flat,2,68,Yes,exterior, floor 3,382500
1480,Barcelona,Nou Barris,Vilapicina i la Torre Llobeta,new,Flat,3,81,Yes,exterior, floor 4,433500
1481,Barcelona,Horta-Guinardó,el Baix Guinardó,new,Flat,2,100,Yes,exterior, floor 1,475000
1482,Barcelona,Horta-Guinardó,el Baix Guinardó,new,Flat,2,100,Yes,exterior, floor 3,515000
1483,Barcelona,Horta-Guinardó,el Baix Guinardó,new,Duplex,3,113,Yes,exterior, floor 1,515000
1484,Barcelona,Horta-Guinardó,el Baix Guinardó,new,Flat,4,121,Yes,exterior, floor 1,595000
1485,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Duplex,2,132,Yes,exterior,ground floor,865000
1486,Barcelona,Les Corts,les Corts,new,Flat,2,100,Yes,exterior, floor 2,695000
1487,Barcelona,Sant Andreu,el Congrés i els Indians,new,Flat,2,73,Yes,exterior, floor 2,328000
1488,Barcelona,Sant Andreu,el Congrés i els Indians,new,Flat,2,65,Yes,exterior, floor 1,324000
1489,Barcelona,Sant Andreu,el Congrés i els Indians,new,Flat,1,63,Yes,exterior,ground floor,369000
1490,Barcelona,Sant Martí,el Clot,new,Flat,2,84,Yes,exterior, floor 6,425000
1491,Barcelona,Sant Martí,el Clot,new,Flat,3,104,Yes,exterior,mezzanine,376000
1492,Barcelona,Sant Martí,el Clot,new,Flat,3,99,Yes,exterior, floor 4,480000
1493,Barcelona,Sant Martí,el Clot,new,Duplex,3,190,Yes,exterior,ground floor,597000
1494,Barcelona,Les Corts,les Corts,new,Flat,2,89,Yes,exterior, floor 5,692000
1495,Barcelona,Les Corts,les Corts,new,Flat,2,134,Yes,exterior, floor 1,670000
1496,Barcelona,Nou Barris,Vilapicina i la Torre Llobeta,new,Flat,2,66,Yes,exterior, floor 2,336600
1497,Barcelona,Nou Barris,Vilapicina i la Torre Llobeta,new,Flat,2,56,Yes,exterior, floor 2,331500
1498,Barcelona,Eixample,la Sagrada Família,new,Duplex,1,134,Yes,exterior,ground floor,495000
1499,Barcelona,Eixample,la Sagrada Família,new,Penthouse,3,138,Yes,exterior, floor 5,795000
1500,Barcelona,Eixample,la Sagrada Família,new,Penthouse,3,189,Yes,exterior, floor 5,1090000
1501,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,new,Flat,2,158,Yes,exterior,ground floor,900000
1502,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,new,Flat,2,160,Yes,exterior,ground floor,910000
1503,Barcelona,Eixample,la Sagrada Família,new,Penthouse,1,128,Yes,exterior, floor 7,780000
1504,Barcelona,Eixample,la Sagrada Família,new,Penthouse,2,160,Yes,exterior, floor 7,970000
1505,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,2,195,Yes,exterior,ground floor,2158000
1506,Barcelona,Eixample,la Dreta de l'Eixample,new,Penthouse,2,145,Yes,exterior, floor 4,2188000
1507,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,3,158,Yes,exterior, floor 1,1368000
1508,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,3,134,Yes,exterior, floor 2,1395000
1509,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,3,138,Yes,exterior, floor 1,1370000
1510,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Duplex,2,115,Yes,exterior,ground floor,1130000
1511,Barcelona,Sant Andreu,la Sagrera,new,Flat,3,105,Yes,exterior, floor 1,462000
1512,Barcelona,Sant Andreu,la Sagrera,new,Flat,3,104,Yes,exterior, floor 1,457000
1513,Barcelona,Sant Andreu,la Sagrera,new,Flat,3,104,Yes,exterior,ground floor,523000
1514,Barcelona,Sant Andreu,la Sagrera,new,Flat,2,56,Yes,exterior,ground floor,242000
1515,Barcelona,Sants-Montjuïc,Hostafrancs,new,Flat,3,109,Yes,exterior,ground floor,467000
1516,Barcelona,Sant Martí,el Besòs i el Maresme,new,Flat,4,151,Yes,exterior, floor 2,833900
1517,Barcelona,Ciutat Vella,el Raval,new,Duplex,2,128,Yes,exterior, floor 5,595000
1518,Barcelona,Nou Barris,Vilapicina i la Torre Llobeta,new,Flat,2,70,Yes,exterior, floor 4,377400
1519,Barcelona,Horta-Guinardó,la Font d'en Fargues,new,Flat,3,113,Yes,exterior,ground floor,474000
1520,Barcelona,Horta-Guinardó,la Font d'en Fargues,new,Flat,3,121,Yes,exterior, floor 1,445000
1521,Barcelona,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,new,Flat,4,100,Yes,exterior, floor 6,533000
1522,Barcelona,Ciutat Vella,el Raval,new,Flat,2,80,Yes,exterior, floor 1,475000
1523,Barcelona,Horta-Guinardó,el Guinardó,new,Duplex,3,110,Yes,exterior,ground floor,395000
1524,Barcelona,Ciutat Vella,el Raval,new,Flat,2,71,Yes,exterior, floor 4,485000
1525,Barcelona,Ciutat Vella,el Raval,new,Flat,2,71,Yes,exterior, floor 3,475000
1526,Barcelona,Ciutat Vella,el Raval,new,Flat,2,150,Yes,exterior,ground floor,565000
1527,Barcelona,Ciutat Vella,el Raval,new,Flat,2,84,Yes,exterior, floor 1,465000
1528,Barcelona,Horta-Guinardó,Horta,new,Flat,3,88,Yes,exterior,ground floor,432500
1529,Barcelona,Horta-Guinardó,Horta,new,Flat,3,97,Yes,exterior,ground floor,530000
1530,Barcelona,Horta-Guinardó,Horta,new,Flat,3,92,Yes,exterior, floor 1,526500
1531,Barcelona,Horta-Guinardó,Horta,new,Flat,3,88,Yes,exterior, floor 1,502500
1532,Barcelona,Sant Martí,el Poblenou,new,Flat,4,95,Yes,exterior, floor 3,499000
1533,Barcelona,Sant Martí,el Poblenou,new,Flat,2,66,Yes,exterior, floor 2,340000
1534,Barcelona,Sant Martí,el Poblenou,new,Flat,2,67,Yes,exterior, floor 1,315000
1535,Barcelona,Sant Andreu,el Congrés i els Indians,new,Flat,1,51,Yes,exterior, floor 5,279000
1536,Barcelona,Ciutat Vella,el Raval,new,Flat,2,95,Yes,exterior, floor 2,592000
1537,Barcelona,Ciutat Vella,el Raval,new,Flat,2,95,Yes,exterior, floor 2,591000
1538,Barcelona,Ciutat Vella,el Raval,new,Flat,2,80,Yes,exterior, floor 2,498000
1539,Barcelona,Ciutat Vella,el Raval,new,Flat,2,92,Yes,exterior, floor 2,474000
1540,Barcelona,Ciutat Vella,el Raval,new,Flat,1,53,Yes,exterior, floor 2,339000
1541,Barcelona,Ciutat Vella,el Raval,new,Flat,3,77,Yes,exterior, floor 1,416000
1542,Barcelona,Ciutat Vella,el Raval,new,Flat,1,66,Yes,exterior, floor 1,380000
1543,Barcelona,Ciutat Vella,el Raval,new,Flat,1,51,Yes,exterior, floor 1,322000
1544,Barcelona,Ciutat Vella,el Raval,new,Flat,2,100,Yes,exterior,ground floor,481000
1545,Barcelona,Sant Martí,Provençals del Poblenou,new,Duplex,2,148,Yes,exterior,ground floor,698000
1546,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,new,Flat,2,85,Yes,exterior, floor 5,565000
1547,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,new,Flat,2,85,Yes,exterior, floor 2,535000
1548,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,new,Flat,2,110,Yes,exterior, floor 3,634000
1549,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,new,Flat,2,110,Yes,exterior, floor 4,644000
1550,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,new,Flat,2,87,Yes,exterior, floor 1,520000
1551,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,new,Flat,2,85,Yes,exterior, floor 4,555000
1552,Barcelona,Sants-Montjuïc,Sants - Badal,new,Flat,2,69,Yes,exterior, floor 3,343000
1553,Barcelona,Sants-Montjuïc,Sants - Badal,new,Flat,2,88,Yes,exterior, floor 2,399000
1554,Barcelona,Sants-Montjuïc,Sants - Badal,new,Duplex,3,115,Yes,exterior,ground floor,489000
1555,Barcelona,Sants-Montjuïc,Sants - Badal,new,Flat,2,81,Yes,exterior, floor 1,375000
1556,Barcelona,Sants-Montjuïc,Sants - Badal,new,Flat,2,81,Yes,exterior, floor 3,389000
1557,Barcelona,Sants-Montjuïc,Sants - Badal,new,Duplex,4,128,Yes,exterior,ground floor,545000
1558,Barcelona,Sants-Montjuïc,Sants - Badal,new,Flat,2,81,Yes,exterior, floor 2,382000
1559,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,2,75,Yes,exterior, floor 4,510000
1560,Barcelona,Eixample,la Dreta de l'Eixample,new,Penthouse,2,75,Yes,exterior, floor 5,655000
1561,Barcelona,Eixample,la Dreta de l'Eixample,new,Penthouse,2,75,Yes,exterior, floor 5,650000
1562,Barcelona,Eixample,la Sagrada Família,new,Flat,3,97,Yes,exterior, floor 3,550000
1563,Barcelona,Eixample,la Sagrada Família,new,Flat,3,97,Yes,exterior, floor 2,540000
1564,Barcelona,Eixample,la Sagrada Família,new,Flat,2,68,Yes,exterior, floor 1,380000
1565,Barcelona,Horta-Guinardó,el Carmel,new,Flat,3,81,Yes,exterior, floor 1,310000
1566,Barcelona,Ciutat Vella,el Barri Gòtic,new,Penthouse,4,215,Yes,exterior, floor 4,1690000
1567,Barcelona,Ciutat Vella,el Barri Gòtic,new,Flat,2,106,Yes,exterior, floor 2,790000
1568,Barcelona,Les Corts,les Corts,new,Flat,2,95,Yes,exterior, floor 2,550000
1569,Barcelona,Sants-Montjuïc,Sants,new,Flat,2,60,Yes,exterior, floor 4,375000
1570,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Penthouse,4,150,Yes,exterior, floor 2,1150000
1571,Barcelona,Eixample,la Sagrada Família,new,Flat,2,60,Yes,exterior, floor 3,400000
1572,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,new,Flat,1,58,Yes,exterior, floor 1,385000
1573,Barcelona,Sants-Montjuïc,Sants,new,Flat,3,83,Yes,exterior, floor 1,437000
1574,Barcelona,Sants-Montjuïc,Sants,new,Flat,2,60,Yes,exterior, floor 1,325000
1575,Barcelona,Sants-Montjuïc,Sants,new,Flat,3,78,Yes,exterior,ground floor,360000
1576,Barcelona,Sants-Montjuïc,Sants,new,Flat,2,60,Yes,exterior, floor 2,337000
1577,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,2,100,Yes,exterior, floor 5,720000
1578,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,1,70,Yes,exterior, floor 2,465000
1579,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,1,64,Yes,exterior, floor 2,425000
1580,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,1,66,Yes,exterior, floor 1,430000
1581,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,1,59,Yes,exterior, floor 1,385000
1582,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,1,94,Yes,exterior,mezzanine,600000
1583,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,1,86,Yes,exterior,mezzanine,545000
1584,Barcelona,Eixample,la Nova Esquerra de l'Eixample,new,Flat,3,95,Yes,exterior, floor 4,565000
1585,Barcelona,Eixample,la Nova Esquerra de l'Eixample,new,Flat,2,81,Yes,exterior, floor 1,595000
1586,Barcelona,Eixample,la Nova Esquerra de l'Eixample,new,Flat,3,89,Yes,exterior, floor 2,530000
1587,Barcelona,Eixample,la Nova Esquerra de l'Eixample,new,Flat,3,89,Yes,exterior, floor 3,540000
1588,Barcelona,Eixample,la Nova Esquerra de l'Eixample,new,Flat,2,72,Yes,exterior, floor 1,580000
1589,Barcelona,Sant Martí,el Clot,new,Flat,2,65,Yes,exterior, floor 3,415000
1590,Barcelona,Sant Martí,el Clot,new,Flat,2,62,Yes,exterior, floor 1,350000
1591,Barcelona,Sant Martí,el Clot,new,Flat,2,72,Yes,exterior, floor 4,475000
1592,Barcelona,Sant Martí,el Clot,new,Flat,2,72,Yes,exterior, floor 3,415000
1593,Barcelona,Sant Martí,el Clot,new,Flat,2,62,Yes,exterior, floor 2,375000
1594,Barcelona,Sant Martí,el Clot,new,Flat,2,65,Yes,exterior, floor 4,395000
1595,Barcelona,Sant Martí,el Clot,new,Flat,3,80,Yes,exterior, floor 2,425000
1596,Barcelona,Sant Martí,el Clot,new,Flat,3,103,Yes,exterior, floor 1,470000
1597,Barcelona,Sant Martí,el Clot,new,Flat,3,104,Yes,exterior, floor 2,496128
1598,Barcelona,Sant Martí,el Clot,new,Duplex,2,81,Yes,exterior, floor 2,365000
1599,Barcelona,Sant Martí,el Clot,new,Flat,4,112,Yes,exterior, floor 3,594448
1600,Barcelona,Sant Martí,el Clot,new,Duplex,2,76,Yes,exterior, floor 2,360000
1601,Barcelona,Sant Martí,el Clot,new,Flat,1,70,Yes,exterior,ground floor,268000
1602,Barcelona,Eixample,la Sagrada Família,new,Flat,2,101,Yes,exterior, floor 2,530000
1603,Barcelona,Les Corts,les Corts,new,Duplex,2,100,Yes,exterior, floor 1,670000
1604,Barcelona,Les Corts,les Corts,new,Duplex,2,76,Yes,exterior, floor 1,550000
1605,Barcelona,Les Corts,les Corts,new,Duplex,2,73,Yes,exterior, floor 5,715000
1606,Barcelona,Les Corts,les Corts,new,Duplex,2,71,Yes,exterior, floor 1,530500
1607,Barcelona,Les Corts,les Corts,new,Flat,2,65,Yes,exterior, floor 5,692000
1608,Barcelona,Les Corts,les Corts,new,Duplex,2,115,Yes,exterior, floor 5,1600000
1609,Barcelona,Les Corts,les Corts,new,Flat,2,71,Yes,exterior, floor 2,550000
1610,Barcelona,Les Corts,les Corts,new,Flat,2,102,Yes,exterior, floor 1,683000
1611,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,2,109,Yes,exterior,mezzanine,695000
1612,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,2,101,Yes,exterior, floor 3,695000
1613,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,1,71,Yes,exterior, floor 4,505000
1614,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,2,100,Yes,exterior, floor 1,660000
1615,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,1,71,Yes,exterior, floor 5,520000
1616,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,2,101,Yes,exterior, floor 4,715000
1617,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,1,71,Yes,exterior, floor 3,485000
1618,Barcelona,Gràcia,la Salut,new,Duplex,2,97,Yes,exterior,ground floor,510000
1619,Barcelona,Gràcia,la Salut,new,Duplex,1,75,Yes,exterior,ground floor,350000
1620,Barcelona,Sants-Montjuïc,Sants - Badal,new,Flat,2,88,Yes,exterior, floor 1,394000
1621,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,new,Flat,2,84,Yes,exterior, floor 2,545000
1622,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,new,Flat,2,84,Yes,exterior,mezzanine,530000
1623,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,new,Flat,2,82,Yes,exterior,mezzanine,510000
1624,Barcelona,Eixample,la Sagrada Família,new,Flat,3,120,Yes,exterior, floor 2,628000
1625,Barcelona,Eixample,la Sagrada Família,new,Flat,3,120,Yes,exterior, floor 5,675000
1626,Barcelona,Eixample,la Sagrada Família,new,Flat,3,120,Yes,exterior, floor 4,660000
1627,Barcelona,Eixample,la Sagrada Família,new,Flat,3,120,Yes,exterior, floor 3,640000
1628,Barcelona,Gràcia,Vallcarca i els Penitents,new,Flat,3,120,Yes,exterior, floor 2,495000
1629,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,new,Penthouse,2,56,Yes,exterior, floor 4,326000
1630,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,new,Flat,4,101,Yes,exterior,ground floor,545000
1631,Barcelona,Sant Andreu,el Congrés i els Indians,new,Penthouse,2,84,Yes,exterior, floor 4,430000
1632,Barcelona,Sant Andreu,el Congrés i els Indians,new,Flat,2,84,Yes,exterior, floor 3,360000
1633,Barcelona,Sant Andreu,el Congrés i els Indians,new,Flat,2,84,Yes,exterior, floor 1,340000
1634,Barcelona,Sant Andreu,el Congrés i els Indians,new,Duplex,3,118,Yes,exterior,ground floor,480000
1635,Barcelona,Sant Martí,el Poblenou,new,Flat,3,96,Yes,exterior, floor 1,535000
1636,Barcelona,Sant Martí,el Poblenou,new,Flat,3,96,Yes,exterior, floor 4,570000
1637,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,new,Flat,3,94,Yes,exterior, floor 4,537500
1638,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,new,Flat,2,73,Yes,exterior, floor 2,387125
1639,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,new,Flat,1,66,Yes,exterior, floor 3,390000
1640,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,new,Flat,2,73,Yes,exterior, floor 1,375250
1641,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,new,Flat,3,94,Yes,exterior, floor 5,555000
1642,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,new,Flat,1,66,Yes,exterior, floor 1,349125
1643,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,new,Flat,1,66,Yes,exterior, floor 2,358125
1644,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,new,Flat,2,73,Yes,exterior, floor 3,420000
1645,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,new,Flat,1,66,Yes,exterior, floor 5,415000
1646,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,new,Flat,3,94,Yes,exterior, floor 2,482125
1647,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,new,Flat,3,94,Yes,exterior, floor 1,473575
1648,Barcelona,Horta-Guinardó,el Guinardó,new,Flat,3,98,Yes,exterior, floor 1,398500
1649,Barcelona,Horta-Guinardó,el Guinardó,new,Duplex,1,103,Yes,exterior,ground floor,262000
1650,Barcelona,Horta-Guinardó,el Guinardó,new,Flat,2,83,Yes,exterior, floor 1,351500
1651,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,4,158,Yes,exterior, floor 1,685500
1652,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,3,94,Yes,exterior, floor 1,474000
1653,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,2,67,Yes,exterior, floor 1,342000
1654,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,new,Flat,3,105,Yes,exterior, floor 4,1280000
1655,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,new,Flat,2,62,Yes,exterior, floor 3,583000
1656,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,new,Flat,2,63,Yes,exterior, floor 2,561000
1657,Barcelona,Sant Martí,el Clot,new,Flat,3,101,Yes,exterior, floor 1,459000
1658,Barcelona,Sant Martí,el Clot,new,Flat,2,92,Yes,exterior, floor 1,399000
1659,Barcelona,Sant Martí,el Clot,new,Flat,4,130,Yes,exterior, floor 1,570000
1660,Barcelona,Ciutat Vella,el Raval,new,Flat,1,58,Yes,exterior, floor 1,339000
1661,Barcelona,Ciutat Vella,el Raval,new,Flat,2,60,Yes,exterior, floor 1,364000
1662,Barcelona,Ciutat Vella,el Raval,new,Flat,1,86,Yes,exterior,ground floor,462000
1663,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Penthouse,2,57,Yes,exterior, floor 8,795000
1664,Barcelona,Les Corts,les Corts,new,Flat,2,185,Yes,exterior, floor 5,1600000
1665,Barcelona,Les Corts,les Corts,new,Flat,2,99,Yes,exterior, floor 5,715000
1666,Barcelona,Gràcia,la Salut,new,Flat,2,72,Yes,exterior, floor 4,520000
1667,Barcelona,Gràcia,la Salut,new,Flat,2,72,Yes,exterior, floor 3,495000
1668,Barcelona,Gràcia,la Salut,new,Flat,3,94,Yes,exterior, floor 4,630000
1669,Barcelona,Gràcia,la Salut,new,Flat,1,51,Yes,exterior, floor 1,322000
1670,Barcelona,Gràcia,la Salut,new,Flat,3,94,Yes,exterior, floor 3,615000
1671,Barcelona,Gràcia,la Salut,new,Flat,1,61,Yes,exterior, floor 1,350000
1672,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,new,Flat,2,64,Yes,exterior, floor 2,435200
1673,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,new,Flat,1,55,Yes,exterior, floor 4,378000
1674,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,new,Flat,2,64,Yes,exterior, floor 3,448000
1675,Barcelona,Horta-Guinardó,la Teixonera,new,Flat,2,53,Yes,exterior, floor 2,255697
1676,Barcelona,Horta-Guinardó,la Teixonera,new,Flat,2,53,Yes,exterior, floor 3,255697
1677,Barcelona,Horta-Guinardó,la Teixonera,new,Flat,2,53,Yes,exterior, floor 1,241815
1678,Barcelona,Horta-Guinardó,la Teixonera,new,Flat,2,53,Yes,exterior, floor 2,247633
1679,Barcelona,Horta-Guinardó,la Teixonera,new,Flat,2,53,Yes,exterior, floor 3,246467
1680,Barcelona,Eixample,Sant Antoni,new,Flat,3,95,Yes,exterior, floor 4,565000
1681,Barcelona,Eixample,Sant Antoni,new,Flat,2,81,Yes,exterior, floor 1,595000
1682,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,new,Flat,2,85,Yes,exterior, floor 1,470000
1683,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,new,Penthouse,2,100,Yes,exterior, floor 2,595000
1684,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,new,Flat,2,86,Yes,exterior,ground floor,425000
1685,Barcelona,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,new,Flat,2,78,Yes,exterior,ground floor,420000
1686,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,new,Penthouse,2,57,Yes,exterior, floor 4,296000
1687,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,new,Penthouse,1,46,Yes,exterior, floor 4,264000
1688,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,new,Flat,2,48,Yes,exterior,ground floor,265000
1689,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,new,Flat,2,55,Yes,exterior, floor 1,256000
1690,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,new,Flat,2,53,Yes,exterior,ground floor,280000
1691,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,new,Flat,2,77,Yes,exterior,ground floor,295000
1692,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,new,Flat,3,68,Yes,exterior, floor 2,315000
1693,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,new,Flat,4,99,Yes,exterior, floor 3,620000
1694,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,new,Flat,2,62,Yes,exterior, floor 3,440000
1695,Barcelona,Horta-Guinardó,el Guinardó,new,Flat,3,81,Yes,exterior, floor 1,395000
1696,Barcelona,Horta-Guinardó,el Guinardó,new,Flat,3,78,Yes,exterior, floor 2,370000
1697,Barcelona,Horta-Guinardó,el Guinardó,new,Flat,3,78,Yes,exterior, floor 1,360000
1698,Barcelona,Les Corts,les Corts,new,Flat,3,122,Yes,exterior, floor 2,620000
1699,Barcelona,Les Corts,les Corts,new,Flat,3,190,Yes,exterior, floor 4,750000
1700,Barcelona,Les Corts,les Corts,new,Duplex,2,159,Yes,exterior,ground floor,560000
1701,Barcelona,Les Corts,les Corts,new,Flat,3,114,Yes,exterior, floor 3,620000
1702,Barcelona,Les Corts,les Corts,new,Flat,3,122,Yes,exterior, floor 3,650000
1703,Barcelona,Les Corts,les Corts,new,Flat,3,122,Yes,exterior, floor 1,590000
1704,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,new,Duplex,3,131,Yes,exterior, floor 1,830000
1705,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,new,Flat,3,113,Yes,exterior, floor 5,1325000
1706,Barcelona,Sant Andreu,la Sagrera,new,Flat,3,85,Yes,exterior, floor 2,395000
1707,Barcelona,Sant Andreu,la Sagrera,new,Flat,3,84,Yes,exterior, floor 1,385000
1708,Barcelona,Sant Andreu,la Sagrera,new,Duplex,4,128,Yes,exterior,ground floor,580000
1709,Barcelona,Sant Andreu,la Sagrera,new,Flat,3,84,Yes,exterior, floor 1,390000
1710,Barcelona,Horta-Guinardó,Horta,new,Flat,3,113,Yes,exterior,ground floor,285000
1711,Barcelona,Sant Martí,el Poblenou,new,Flat,3,99,Yes,exterior, floor 2,643496
1712,Barcelona,Sant Martí,el Poblenou,new,Flat,3,118,Yes,exterior, floor 1,680434
1713,Barcelona,Sant Martí,el Poblenou,new,Flat,3,109,Yes,exterior, floor 1,527258
1714,Barcelona,Sant Martí,el Poblenou,new,Flat,3,112,Yes,exterior,ground floor,695610
1715,Barcelona,Sant Martí,el Poblenou,new,Flat,2,62,Yes,exterior, floor 3,413729
1716,Barcelona,Sant Martí,el Poblenou,new,Flat,2,68,Yes,exterior, floor 2,409877
1717,Barcelona,Sant Martí,el Poblenou,new,Flat,3,85,Yes,exterior, floor 4,545713
1718,Barcelona,Sant Martí,el Poblenou,new,Flat,2,62,Yes,exterior, floor 1,560204
1719,Barcelona,Sant Martí,el Poblenou,new,Flat,2,62,Yes,exterior, floor 4,429209
1720,Barcelona,Sant Martí,el Poblenou,new,Flat,2,62,Yes,exterior, floor 1,387537
1721,Barcelona,Sarrià-Sant Gervasi,Sarrià,new,Detached,5,572,No,exterior,Multiple,2985000
1722,Barcelona,Gràcia,la Vila de Gràcia,new,Flat,3,97,Yes,exterior, floor 3,506000
1723,Barcelona,Gràcia,la Vila de Gràcia,new,Flat,3,92,Yes,exterior, floor 2,453000
1724,Barcelona,Gràcia,la Vila de Gràcia,new,Flat,3,97,Yes,exterior, floor 4,523000
1725,Barcelona,Gràcia,la Vila de Gràcia,new,Duplex,3,175,Yes,exterior,ground floor,826000
1726,Barcelona,Horta-Guinardó,la Font d'en Fargues,new,Flat,2,76,Yes,exterior, floor 1,282000
1727,Barcelona,Sants-Montjuïc,la Marina de Port,new,Flat,3,89,Yes,exterior, floor 2,285000
1728,Barcelona,Sants-Montjuïc,la Marina de Port,new,Flat,2,70,Yes,exterior, floor 1,245000
1729,Barcelona,Sants-Montjuïc,la Marina de Port,new,Flat,2,61,Yes,exterior, floor 2,224000
1730,Barcelona,Sants-Montjuïc,la Marina de Port,new,Flat,4,102,Yes,exterior, floor 6,456000
1731,Barcelona,Horta-Guinardó,el Carmel,new,Penthouse,3,79,Yes,exterior, floor 4,288000
1732,Barcelona,Horta-Guinardó,el Carmel,new,Penthouse,2,50,Yes,exterior, floor 4,220000
1733,Barcelona,Horta-Guinardó,el Carmel,new,Flat,3,62,Yes,exterior, floor 3,235000
1734,Barcelona,Horta-Guinardó,el Carmel,new,Flat,3,63,Yes,exterior, floor 1,268000
1735,Barcelona,Horta-Guinardó,el Carmel,new,Flat,2,56,Yes,exterior, floor 1,238000
